Date;Hour;Benceno (µg/m3);M-P-XILENO (µg/m3);Tolueno (µg/m3);D.vien (grados);V.vien (m/s)
05/05/2017;14:00;1,38;0,88;0,87;325;3,5
05/05/2017;13:00;0,59;1,03;0,85;330;2,65
05/05/2017;12:00;0,44;0,69;0,82;125;2,33
05/05/2017;11:00;0,29;0,32;0,29;163;3,2
05/05/2017;10:00;0,37;0,72;0,88;168;4,45
05/05/2017;09:00;0,4;0,4;0,39;173;5,17
05/05/2017;08:00;0,3;0,2;0,24;171;6,42
05/05/2017;07:00;0,49;0,55;0,66;169;6,04
05/05/2017;06:00;1,59;1,35;2,07;179;3,08
05/05/2017;05:00;1,86;1,19;2,15;121;0,56
05/05/2017;04:00;1,13;1,47;2,48;131;1,8
05/05/2017;03:00;0,89;1,75;3,44;125;1,27
05/05/2017;02:00;0,71;1,88;3,39;105;0,56
05/05/2017;01:00;0,78;1,94;2,75;129;0,44
04/05/2017;24:00;0,77;1,86;2,74;;
04/05/2017;23:00;0,8;1,85;2,62;150;0,37
04/05/2017;22:00;0,87;1,63;2,53;145;0,38
04/05/2017;21:00;0,58;1,03;1,52;115;0,39
04/05/2017;20:00;0,54;1,03;1,32;86;0,44
04/05/2017;19:00;0,94;1,49;1,64;69;0,37
04/05/2017;18:00;1,03;1,16;1,42;246;0,26
04/05/2017;17:00;2,06;1,37;1,38;309;0,39
04/05/2017;16:00;1,5;1,27;1,08;327;1,27
04/05/2017;15:00;1,17;0,92;0,9;329;1,22
04/05/2017;14:00;0,69;0,75;0,69;295;0,93
04/05/2017;13:00;1,2;1,46;1,43;299;0,73
04/05/2017;12:00;0,86;1,18;1,27;337;1,41
04/05/2017;11:00;0,79;2,06;2,04;354;0,79
04/05/2017;10:00;1,2;3,93;3,87;42;1,02
04/05/2017;09:00;1,49;5,25;6,18;66;0,86
04/05/2017;08:00;1,15;4,51;5,73;86;0,39
04/05/2017;07:00;1,13;3,63;4,66;138;0,41
04/05/2017;06:00;0,97;3,17;3,81;139;0,38
04/05/2017;05:00;0,75;1,42;2,06;145;0,4
04/05/2017;04:00;0,62;0,77;1,13;130;0,37
04/05/2017;03:00;0,73;0,7;1,04;120;0,4
04/05/2017;02:00;0,66;0,65;1,07;86;0,39
04/05/2017;01:00;0,61;0,66;1,03;100;0,36
03/05/2017;24:00;0,5;0,41;0,63;;
03/05/2017;23:00;0,46;0,33;0,54;113;0,19
03/05/2017;22:00;0,46;0,45;0,52;156;0,32
03/05/2017;21:00;0,92;0,72;1,74;237;0,84
03/05/2017;20:00;1,07;0,99;2,29;256;0,95
03/05/2017;19:00;0,97;0,78;1,77;269;1,19
03/05/2017;18:00;0,98;0,73;1,55;272;1,18
03/05/2017;17:00;0,63;0,45;0,57;305;0,81
03/05/2017;16:00;0,52;0,49;0,64;327;0,92
03/05/2017;15:00;0,65;0,42;0,48;330;1,18
03/05/2017;14:00;0,7;0,49;0,46;333;1,73
03/05/2017;13:00;0,47;0,61;0,63;356;1,93
03/05/2017;12:00;0,79;1,38;1,76;5;1,68
03/05/2017;11:00;1,02;2,3;2,93;24;1,11
03/05/2017;10:00;1,03;2,88;3,89;77;1,27
03/05/2017;09:00;1,02;2,17;3,4;89;0,46
03/05/2017;08:00;0,91;1,7;2,78;102;0,35
03/05/2017;07:00;1,17;1,74;3,26;145;0,29
03/05/2017;06:00;1,29;1,48;1,99;95;0,35
03/05/2017;05:00;1,95;2,37;2,9;145;0,38
03/05/2017;04:00;1,56;1,11;1,48;39;0,21
03/05/2017;03:00;0,98;0,66;0,77;159;0,29
03/05/2017;02:00;0,8;0,81;0,97;156;0,49
03/05/2017;01:00;0,62;1,18;1,34;150;0,42
02/05/2017;24:00;0,61;1,13;1,5;;
02/05/2017;23:00;0,55;0,86;0,8;142;0,44
02/05/2017;22:00;0,49;0,43;0,51;132;0,39
02/05/2017;21:00;0,53;0,37;0,35;97;0,03
02/05/2017;20:00;0,69;0,43;0,46;344;0,35
02/05/2017;19:00;0,89;0,45;0,37;338;0,53
02/05/2017;18:00;0,88;0,52;0,47;326;1,77
02/05/2017;17:00;0,87;0,44;0,42;329;1,65
02/05/2017;16:00;0,73;0,26;0,4;331;2,4
02/05/2017;15:00;0,79;0,44;0,45;332;2,05
02/05/2017;14:00;0,99;0,46;0,72;332;2,26
02/05/2017;13:00;1,2;0,82;1,44;329;2,61
02/05/2017;12:00;0,82;1,28;3,12;315;0,45
02/05/2017;11:00;0,8;1,04;2,27;226;0,4
02/05/2017;10:00;1,02;1,49;2,03;238;0,4
02/05/2017;09:00;1,16;2,38;3,02;276;1,16
02/05/2017;08:00;1,13;2,15;3,32;280;1,64
02/05/2017;07:00;0,47;0,3;0,46;267;0,87
02/05/2017;06:00;0,48;0,28;0,32;262;0,82
02/05/2017;05:00;0,48;0,27;0,4;268;1,12
02/05/2017;04:00;0,41;0,35;0,32;265;1,28
02/05/2017;03:00;0,5;0,43;0,67;263;1,16
02/05/2017;02:00;0,73;1;2,31;223;0,63
02/05/2017;01:00;0,73;0,86;2;125;0,36
01/05/2017;24:00;0,75;0,92;2,22;;
01/05/2017;23:00;0,79;0,85;1,91;134;0,34
01/05/2017;22:00;0,75;0,67;1,72;121;0,32
01/05/2017;21:00;0,76;0,61;1,97;148;0,3
01/05/2017;20:00;0,6;0,38;0,67;119;0,2
01/05/2017;19:00;0,56;0,42;0,64;207;0,18
01/05/2017;18:00;0,52;0,3;0,53;72;0,53
01/05/2017;17:00;0,58;0,08;0,21;36;0,32
01/05/2017;16:00;0,57;0,15;0,21;338;1,31
01/05/2017;15:00;0,63;0,32;0,26;342;1,69
01/05/2017;14:00;0,98;0,37;0,36;339;2,4
01/05/2017;13:00;1,13;0,36;0,45;332;3,88
01/05/2017;12:00;0,61;0,34;0,62;332;4,04
01/05/2017;11:00;0,41;0,18;0,52;282;1,77
01/05/2017;10:00;0,35;0,07;0,18;276;1,93
01/05/2017;09:00;0,33;0,07;0,22;232;1,58
01/05/2017;08:00;0,27;0,07;0,17;240;1,39
01/05/2017;07:00;0,3;0,07;0,23;234;1,08
01/05/2017;06:00;0,22;0,07;0,25;219;1,14
01/05/2017;05:00;0,24;0,07;0,3;208;0,72
01/05/2017;04:00;0,26;0,07;0,53;227;1,25
01/05/2017;03:00;0,26;0,07;1,06;242;1,57
01/05/2017;02:00;0,26;0,07;0,97;263;2,16
01/05/2017;01:00;0,35;0,07;0,85;260;1,8
30/04/2017;24:00;0,35;0,07;0,13;;
30/04/2017;23:00;0,31;0,07;0,14;246;1,46
30/04/2017;22:00;0,34;0,07;0,2;254;1,7
30/04/2017;21:00;0,39;0,28;0,51;241;1,53
30/04/2017;20:00;0,47;0,2;0,4;249;1,54
30/04/2017;19:00;0,41;0,07;0,21;235;1,2
30/04/2017;18:00;0,4;0,07;0,18;237;1,34
30/04/2017;17:00;0,44;0,29;0,32;261;1,88
30/04/2017;16:00;0,43;0,22;0,3;268;2,31
30/04/2017;15:00;0,55;0,4;0,39;280;2,1
30/04/2017;14:00;0,43;0,22;0,31;210;0,19
30/04/2017;13:00;0,38;0,16;0,25;223;0,7
30/04/2017;12:00;0,66;0,53;0,92;261;2,28
30/04/2017;11:00;0,67;0,45;0,81;290;2,72
30/04/2017;10:00;0,43;0,16;0,23;256;2,1
30/04/2017;09:00;0,41;0,08;0,18;188;4,32
30/04/2017;08:00;0,41;0,11;0,21;179;5,71
30/04/2017;07:00;0,41;0,21;0,21;174;3,51
30/04/2017;06:00;0,41;0,08;0,21;189;4,57
30/04/2017;05:00;0,41;0,07;0,21;194;3,83
30/04/2017;04:00;0,41;0,07;0,21;193;3,62
30/04/2017;03:00;0,43;0,23;0,25;181;3,76
30/04/2017;02:00;0,41;0,27;0,29;171;3,1
30/04/2017;01:00;0,41;0,34;0,29;167;2,21
29/04/2017;24:00;0,45;0,38;0,32;;
29/04/2017;23:00;0,5;0,38;0,32;164;5,43
29/04/2017;22:00;0,33;0,23;0,27;170;4,06
29/04/2017;21:00;0,43;0,85;0,49;167;5,07
29/04/2017;20:00;0,5;1,43;0,93;172;4,26
29/04/2017;19:00;0,46;0,75;0,65;161;5,19
29/04/2017;18:00;0,46;0,41;0,67;153;4,03
29/04/2017;17:00;0,41;0,36;0,51;149;3,02
29/04/2017;16:00;0,41;0,41;0,48;150;2,01
29/04/2017;15:00;0,41;0,31;0,5;165;3,31
29/04/2017;14:00;0,45;0,44;0,63;175;2,26
29/04/2017;13:00;0,37;0,3;0,49;188;3,05
29/04/2017;12:00;0,29;0,17;0,52;187;3,91
29/04/2017;11:00;0,37;0,52;0,8;182;3,7
29/04/2017;10:00;0,43;0,51;0,6;177;2,08
29/04/2017;09:00;0,43;0,44;0,58;92;0,23
29/04/2017;08:00;0,78;1,17;1,76;38;0,58
29/04/2017;07:00;1,15;1,04;1,81;117;0,31
29/04/2017;06:00;0,83;1,15;2,09;114;0,93
29/04/2017;05:00;0,56;1,55;2,61;100;0,4
29/04/2017;04:00;0,56;1,72;2,55;104;0,43
29/04/2017;03:00;0,7;1,89;2,97;120;0,42
29/04/2017;02:00;0,58;2,03;3,31;125;0,38
29/04/2017;01:00;0,57;1,25;2,29;118;0,35
28/04/2017;24:00;0,39;1,12;1,56;;
28/04/2017;23:00;0,68;1,56;2,34;142;0,36
28/04/2017;22:00;0,62;1,09;1,24;117;0,45
28/04/2017;21:00;0,64;0,99;1,03;118;0,48
28/04/2017;20:00;0,55;0,68;0,72;99;0,54
28/04/2017;19:00;0,52;0,58;0,56;54;1,83
28/04/2017;18:00;0,45;0,5;0,47;31;1,85
28/04/2017;17:00;0,55;0,76;0,71;14;3,31
28/04/2017;16:00;0,86;0,82;0,64;21;3,38
28/04/2017;15:00;0,94;1,07;0,91;15;2,64
28/04/2017;14:00;1,31;1,76;1,43;8;2,16
28/04/2017;13:00;2,75;2,92;2,71;17;2,48
28/04/2017;12:00;0,86;4;2,69;317;1,65
28/04/2017;11:00;1,62;8,09;6,55;27;0,7
28/04/2017;10:00;1,83;4,74;4,61;74;0,82
28/04/2017;09:00;2,72;6,12;5,85;92;0,2
28/04/2017;08:00;2,74;7,86;7,54;352;0,33
28/04/2017;07:00;2,2;9,22;8,7;92;0,4
28/04/2017;06:00;2,18;6,41;7,91;116;0,44
28/04/2017;05:00;3,48;8,04;10,69;106;0,39
28/04/2017;04:00;3,34;7,67;10,49;96;0,2
28/04/2017;03:00;3,22;7,32;10,7;106;0,08
28/04/2017;02:00;3,36;7,29;11,32;112;0,18
28/04/2017;01:00;3,99;11,83;15,91;119;0,37
27/04/2017;24:00;1,39;1,07;2,23;;
27/04/2017;23:00;0,41;0,42;0,43;151;0,25
27/04/2017;22:00;0,41;0,56;0,67;146;0,4
27/04/2017;21:00;0,68;1,82;1,92;142;0,4
27/04/2017;20:00;0,56;0,58;0,49;57;0,39
27/04/2017;19:00;1,03;1,07;0,85;5;0,8
27/04/2017;18:00;1,1;1,11;0,77;334;1,62
27/04/2017;17:00;1,21;1,17;0,8;331;2,49
27/04/2017;16:00;1,12;1,17;0,69;330;3,08
27/04/2017;15:00;1,21;1,36;0,82;326;3,05
27/04/2017;14:00;1,09;1,26;0,84;327;2,77
27/04/2017;13:00;1,23;1,38;1,05;329;1,45
27/04/2017;12:00;0,91;1,1;0,81;332;2,97
27/04/2017;11:00;0,66;0,82;0,6;334;1,9
27/04/2017;10:00;0,38;0,43;0,56;335;0,69
27/04/2017;09:00;0,58;0,77;0,86;250;1,54
27/04/2017;08:00;0,9;1,4;1,9;219;1,88
27/04/2017;07:00;2,29;3,64;4,16;207;0,56
27/04/2017;06:00;2,74;3,59;4,1;104;0,61
27/04/2017;05:00;2,65;3,77;4,07;95;0,16
27/04/2017;04:00;3,19;3,55;4,23;161;0,12
27/04/2017;03:00;2,15;5,05;3,96;211;0,05
27/04/2017;02:00;3,74;11,05;7,46;157;0,19
27/04/2017;01:00;1,53;2,04;2,03;76;0,09
26/04/2017;24:00;1,03;2,04;1,28;;
26/04/2017;23:00;1,56;2,88;2,08;348;0,91
26/04/2017;22:00;0,61;1,99;0,91;110;0,15
26/04/2017;21:00;0,85;5,57;1,81;342;0,81
26/04/2017;20:00;1,5;30,03;5,92;348;0,62
26/04/2017;19:00
26/04/2017;18:00
26/04/2017;17:00
26/04/2017;16:00
26/04/2017;15:00
26/04/2017;14:00
26/04/2017;13:00;0,86;0,67;1,13;11;0,51
26/04/2017;12:00;0,91;0,69;1,06;328;1,02
26/04/2017;11:00;1,42;0,88;1,55;79;0,56
26/04/2017;10:00;0,9;0,7;1,17;350;1,42
26/04/2017;09:00;0,77;0,69;1,25;347;1,04
26/04/2017;08:00;0,77;0,69;1,12;62;0,69
26/04/2017;07:00;0,67;0,59;0,74;50;0,54
26/04/2017;06:00;0,71;0,7;0,74;189;0,25
26/04/2017;05:00;1,07;0,93;1,13;179;0,27
26/04/2017;04:00;1,67;1,34;1,81;335;0,77
26/04/2017;03:00;1,52;0,98;1,17;313;0,92
26/04/2017;02:00;1,09;0,81;0,96;334;3,39
26/04/2017;01:00;0,73;0,76;0,83;338;2,63
25/04/2017;24:00;0,62;0,79;0,89;;
25/04/2017;23:00;0,91;1;1,23;237;0,83
25/04/2017;22:00;0,99;1,05;1,41;239;0,59
25/04/2017;21:00;0,52;0,87;0,92;341;1,07
25/04/2017;20:00;0,7;1;1,18;10;1,78
25/04/2017;19:00;0,87;1,08;1,41;6;1,07
25/04/2017;18:00;1,24;1,45;2,05;212;0,5
25/04/2017;17:00;2,13;1,98;3,13;193;0,37
25/04/2017;16:00;3,18;2,11;3,58;284;1,18
25/04/2017;15:00;2,95;1,99;3,11;303;1,78
25/04/2017;14:00;1,24;1,67;2,19;318;2,72
25/04/2017;13:00;1,47;1,79;2,45;276;0,35
25/04/2017;12:00;1,7;2,01;2,88;310;0,81
25/04/2017;11:00;1,87;2,27;3,19;284;0,32
25/04/2017;10:00;1,5;2,61;3,81;323;2
25/04/2017;09:00;1,19;2,13;3,66;310;0,67
25/04/2017;08:00;1,15;1,69;2,94;122;0,26
25/04/2017;07:00;1,25;1,64;2,83;246;0,34
25/04/2017;06:00;1,35;1,71;3,06;168;0,27
25/04/2017;05:00;1,26;1,76;3,23;288;0,26
25/04/2017;04:00;0,92;1,48;2,87;129;0,17
25/04/2017;03:00;1,05;1,49;3,2;132;0,37
25/04/2017;02:00;1,1;1,38;2,76;145;0,35
25/04/2017;01:00;0,97;1,21;1,5;121;0,96
24/04/2017;24:00;0,89;1,21;1,41;;
24/04/2017;23:00;0,76;1,19;1,17;117;0,2
24/04/2017;22:00;0,66;1,21;1,06;141;0,28
24/04/2017;21:00;0,69;1,35;0,95;244;0,08
24/04/2017;20:00;0,86;1,56;0,92;214;0,19
24/04/2017;19:00;1,07;1,7;1,05;336;0,32
24/04/2017;18:00;1,21;1,79;1,04;321;0,99
24/04/2017;17:00;1,39;1,89;1,27;331;1,81
24/04/2017;16:00;1,68;2,18;1,57;326;3,44
24/04/2017;15:00;1,85;2,62;1,91;327;3,6
24/04/2017;14:00;2,11;3,13;2,6;325;3,49
24/04/2017;13:00;2,38;3,95;3,52;326;3,43
24/04/2017;12:00;2,36;4,38;4,48;327;3,17
24/04/2017;11:00;2,16;4,05;5,26;326;2,41
24/04/2017;10:00;2,3;3,31;5,55;18;0,4
24/04/2017;09:00;2,04;2,39;5,34;95;0,35
24/04/2017;08:00;1,3;1,75;4,47;79;0,43
24/04/2017;07:00;1,1;1,48;3,73;102;0,43
24/04/2017;06:00;1,16;1,81;3,8;101;0,44
24/04/2017;05:00;1,26;1,69;3,93;109;0,46
24/04/2017;04:00;2;2,06;3,94;113;0,44
24/04/2017;03:00;2,23;2,3;4,13;116;0,42
24/04/2017;02:00;1,79;1,97;3,3;127;0,41
24/04/2017;01:00;1,44;1,88;2,95;136;0,45
23/04/2017;24:00;1,21;1,87;2,64;;
23/04/2017;23:00;1,25;1,93;2,47;134;0,46
23/04/2017;22:00;1,41;2,08;2,18;135;0,45
23/04/2017;21:00;1,45;2,28;1,75;135;0,45
23/04/2017;20:00;1,69;2,56;1,76;92;0,22
23/04/2017;19:00;2,05;2,98;2,08;342;0,44
23/04/2017;18:00;2,25;2,85;2,29;323;1,26
23/04/2017;17:00;2,04;2,61;1,91;326;1,95
23/04/2017;16:00;2,09;2,88;1,92;327;2,66
23/04/2017;15:00;2,26;3,29;2,21;328;3,32
23/04/2017;14:00;2,29;3,55;2,49;328;2,93
23/04/2017;13:00;2,27;3,86;2,8;329;2,83
23/04/2017;12:00;1,9;3,99;3,19;326;2,75
23/04/2017;11:00;1,09;2,99;3,37;328;2,38
23/04/2017;10:00;1,02;2,16;3,68;71;0,54
23/04/2017;09:00;1,05;1,63;3,72;85;0,65
23/04/2017;08:00;0,97;1,38;3,39;94;0,45
23/04/2017;07:00;1,11;1,81;3,94;105;0,44
23/04/2017;06:00;1,43;2,3;4,84;116;0,46
23/04/2017;05:00;1,69;2,55;5,24;112;0,47
23/04/2017;04:00;1,51;2,74;4,83;121;0,41
23/04/2017;03:00;1,74;2,45;4,5;130;0,45
23/04/2017;02:00;1,74;2,28;3,88;94;0,29
23/04/2017;01:00;1,27;2,08;3,03;108;0,44
22/04/2017;24:00;1,11;1,87;2,45;;
22/04/2017;23:00;1,05;1,93;1,91;134;0,44
22/04/2017;22:00;1,24;2,21;1,76;138;0,45
22/04/2017;21:00;1,37;2,53;1,37;118;0,29
22/04/2017;20:00;1,6;3;1,53;321;0,19
22/04/2017;19:00;1,77;3,58;1,59;307;0,45
22/04/2017;18:00;2,06;3,86;1,73;319;1,61
22/04/2017;17:00;2,39;3,94;1,98;320;1,91
22/04/2017;16:00;2,51;3,61;1,88;321;1,86
22/04/2017;15:00;2,73;3,75;1,79;327;2,48
22/04/2017;14:00;2,82;3,72;1,76;326;2,33
22/04/2017;13:00;1,8;2,59;1,2;331;1,05
22/04/2017;12:00;0,34;1,03;0,68;301;1,22
22/04/2017;11:00;0,43;0,53;0,5;209;2,25
22/04/2017;10:00;0,41;0,47;0,48;181;3,52
22/04/2017;09:00;0,43;0,45;0,46;178;4,12
22/04/2017;08:00;0,48;0,56;0,52;176;3,23
22/04/2017;07:00;0,45;0,54;0,48;177;2,25
22/04/2017;06:00;0,48;0,65;0,54;163;1,93
22/04/2017;05:00;0,55;0,77;0,68;170;2,79
22/04/2017;04:00;0,71;1,13;1,23;173;3,3
22/04/2017;03:00;1,21;1,72;2,42;160;3,21
22/04/2017;02:00;1,57;2,13;3,11;164;0,95
22/04/2017;01:00;1,49;2,5;3,41;164;0,58
21/04/2017;24:00;1,25;2,85;3,05;;
21/04/2017;23:00;1,4;3,38;3,02;127;0,51
21/04/2017;22:00;1,53;3,94;2,88;135;0,42
21/04/2017;21:00;2,07;4,98;2,55;154;0,32
21/04/2017;20:00;2,74;5,84;2,41;89;0,33
21/04/2017;19:00;3,52;6,42;2,54;78;0,47
21/04/2017;18:00;3,59;6,51;2,64;355;0,32
21/04/2017;17:00;3,28;5,97;2,36;320;1,01
21/04/2017;16:00;2,7;5,61;2,17;324;1,01
21/04/2017;15:00;2,21;5,42;2,41;308;0,96
21/04/2017;14:00;2;5;2,61;295;0,98
21/04/2017;13:00;1,32;4,42;2,72;302;0,57
21/04/2017;12:00;1,02;3,5;3,28;4;0,96
21/04/2017;11:00;1,3;2,99;3,94;87;0,78
21/04/2017;10:00;1,57;3;4,76;63;0,57
21/04/2017;09:00;2,1;2,26;4,88;84;0,28
21/04/2017;08:00;2,08;1,57;4,27;107;0,5
21/04/2017;07:00;1,67;1,23;3,95;101;0,48
21/04/2017;06:00;1,61;1,21;3,55;104;0,52
21/04/2017;05:00;1,64;1,13;3,09;112;0,4
21/04/2017;04:00;1,55;1,13;3,45;107;0,41
21/04/2017;03:00;1,09;1,15;3,46;113;0,4
21/04/2017;02:00;0,92;1,04;3,12;120;0,38
21/04/2017;01:00;0,96;1,03;3,31;121;0,39
20/04/2017;24:00;0,94;0,98;2,88;;
20/04/2017;23:00;0,85;0,93;2,16;135;0,4
20/04/2017;22:00;0,71;0,79;1,48;149;0,4
20/04/2017;21:00;0,69;0,72;1,02;151;0,4
20/04/2017;20:00;0,6;0,64;0,75;121;0,22
20/04/2017;19:00;0,57;0,69;0,69;40;0,69
20/04/2017;18:00;0,49;0,82;0,7;47;2,03
20/04/2017;17:00;0,46;0,84;0,64;43;2,74
20/04/2017;16:00;0,44;0,82;0,67;49;2,58
20/04/2017;15:00;0,41;0,53;0,55;16;1,85
20/04/2017;14:00;0,43;0,56;0,56;13;3,23
20/04/2017;13:00;0,72;0,88;1,2;9;3,62
20/04/2017;12:00;1,08;1,15;2,07;11;3,12
20/04/2017;11:00;1,08;1,27;2,91;3;1,76
20/04/2017;10:00;0,86;1;2,51;32;0,54
20/04/2017;09:00;0,83;0,9;1,96;56;0,61
20/04/2017;08:00;1,14;1,24;2,17;51;0,8
20/04/2017;07:00;1,07;1,15;2,19;73;0,36
20/04/2017;06:00;0,84;0,54;1,24;155;0,4
20/04/2017;05:00;0,69;0,47;0,78;136;0,34
20/04/2017;04:00;0,59;0,45;0,72;72;0,45
20/04/2017;03:00;0,44;0,43;0,77;95;0,84
20/04/2017;02:00;0,51;0,67;1,3;71;1,05
20/04/2017;01:00;0,64;0,94;1,91;82;0,83
19/04/2017;24:00;0,74;0,91;1,45;;
19/04/2017;23:00;0,55;0,55;1;143;0,39
19/04/2017;22:00;0,48;0,41;0,58;155;0,47
19/04/2017;21:00;0,48;0,39;0,48;72;0,56
19/04/2017;20:00;0,48;0,38;0,44;41;0,42
19/04/2017;19:00;0,48;0,38;0,37;21;1,37
19/04/2017;18:00;0,47;0,42;0,37;12;2,76
19/04/2017;17:00;0,41;0,39;0,35;11;3,41
19/04/2017;16:00;0,41;0,38;0,37;11;3,68
19/04/2017;15:00;0,4;0,38;0,37;9;3,69
19/04/2017;14:00;0,43;0,45;0,52;12;4,14
19/04/2017;13:00;0,42;0,54;0,61;11;3,98
19/04/2017;12:00;0,47;0,66;0,9;5;3,12
19/04/2017;11:00;0,68;0,89;1,59;10;2,39
19/04/2017;10:00;0,97;1,39;2,61;68;1,71
19/04/2017;09:00;1,07;2,02;3,96;82;1,08
19/04/2017;08:00;1,5;3,76;5,96;82;1,04
19/04/2017;07:00;1,03;2,09;3,44;109;0,41
19/04/2017;06:00;0,64;1,02;1,85;140;0,44
19/04/2017;05:00;0,53;0,67;1,47;158;0,46
19/04/2017;04:00;0,61;0,75;1,68;141;0,39
19/04/2017;03:00;0,43;0,72;1,71;100;0,38
19/04/2017;02:00;0,57;1;1,82;103;0,44
19/04/2017;01:00;0,7;1,35;1,83;94;0,42
18/04/2017;24:00;0,57;0,92;1,45;;
18/04/2017;23:00;0,62;0,82;1,48;142;0,42
18/04/2017;22:00;0,62;0,79;1,58;128;0,43
18/04/2017;21:00;0,57;0,82;1,36;72;0,38
18/04/2017;20:00;0,57;0,82;1,24;40;0,98
18/04/2017;19:00;0,46;0,76;1,21;9;1,14
18/04/2017;18:00;0,44;0,93;1,6;15;2,52
18/04/2017;17:00;0,55;1,25;1,96;14;3,39
18/04/2017;16:00;0,75;1,43;2,4;13;3,71
18/04/2017;15:00;0,97;1,95;3,26;12;3,64
18/04/2017;14:00;1,21;2,22;3,82;9;2,55
18/04/2017;13:00;0,79;1,57;2,85;7;1,23
18/04/2017;12:00;1,04;2,01;3,59;33;1,85
18/04/2017;11:00;1,8;2,68;5,17;12;1,06
18/04/2017;10:00;2,61;2,92;6,04;21;0,19
18/04/2017;09:00;2,78;2,61;5,97;69;0,34
18/04/2017;08:00;1,3;1,58;4,51;351;0,31
18/04/2017;07:00;0,87;1,45;4,65;131;0,11
18/04/2017;06:00;0,78;1,22;4,23;107;0,37
18/04/2017;05:00;0,86;1,01;2,95;101;0,36
18/04/2017;04:00;0,59;0,84;1,56;123;0,4
18/04/2017;03:00;0,56;0,73;1,16;131;0,41
18/04/2017;02:00;0,56;0,75;0,91;144;0,4
18/04/2017;01:00;0,49;0,77;0,98;147;0,4
17/04/2017;24:00;0,58;0,87;1,22;;
17/04/2017;23:00;0,64;0,9;1,25;140;0,4
17/04/2017;22:00;0,71;0,94;1,28;146;0,39
17/04/2017;21:00;0,73;1,14;1,36;145;0,39
17/04/2017;20:00;0,76;1,29;1,45;218;0,28
17/04/2017;19:00;0,77;1,37;1,36;2;0,57
17/04/2017;18:00;0,94;1,67;1,47;346;1,33
17/04/2017;17:00;1,43;1,95;1,59;12;2,34
17/04/2017;16:00;1,75;1,9;1,8;346;1,1
17/04/2017;15:00;1,85;1,91;1,91;327;1,49
17/04/2017;14:00;1,23;1,79;2,12;326;2,3
17/04/2017;13:00;0,45;1,75;2,6;333;1,86
17/04/2017;12:00;0,5;2,4;4,94;6;2,22
17/04/2017;11:00;0,6;1,98;3,84;23;1,63
17/04/2017;10:00;0,63;1,22;2,16;77;1,24
17/04/2017;09:00;0,71;1,13;2,48;77;0,38
17/04/2017;08:00;0,68;1,08;2,44;84;0,42
17/04/2017;07:00;0,69;1,28;2,73;104;0,5
17/04/2017;06:00;0,63;1,21;2,93;113;0,47
17/04/2017;05:00;0,6;1,17;2,43;109;0,45
17/04/2017;04:00;0,55;0,98;1,79;99;0,4
17/04/2017;03:00;0,45;1;1,81;114;0,37
17/04/2017;02:00;0,62;1,07;1,74;138;0,39
17/04/2017;01:00;0,62;1,02;1,4;115;0,35
16/04/2017;24:00;0,57;0,9;1,19;;
16/04/2017;23:00;0,62;1;1,19;132;0,39
16/04/2017;22:00;0,71;1,09;1,17;149;0,37
16/04/2017;21:00;0,69;1,25;1,07;142;0,4
16/04/2017;20:00;0,5;1,44;0,74;151;0,41
16/04/2017;19:00;0,46;1,44;0,56;101;0,03
16/04/2017;18:00;0,33;1,33;0,56;9;0,51
16/04/2017;17:00;0,43;1,21;0,57;12;1,3
16/04/2017;16:00;0,49;1,3;0,62;11;2,2
16/04/2017;15:00;0,28;1,17;0,63;356;2,33
16/04/2017;14:00;0,32;1,25;0,84;5;2,17
16/04/2017;13:00;0,42;1,59;1,28;11;2,41
16/04/2017;12:00;0,54;1,41;2;42;1,54
16/04/2017;11:00;0,92;1,62;3,96;95;1,33
16/04/2017;10:00;0,68;1,23;2,89;132;2,63
16/04/2017;09:00;0,62;1,03;2,53;95;1,51
16/04/2017;08:00;0,83;1,08;2,09;88;0,43
16/04/2017;07:00;0,63;0,89;1,68;94;0,38
16/04/2017;06:00;0,65;0,91;1,48;133;0,35
16/04/2017;05:00;0,59;0,95;1,28;127;0,4
16/04/2017;04:00;0,53;0,9;1,33;127;0,4
16/04/2017;03:00;0,55;0,89;1,08;143;0,39
16/04/2017;02:00;0,58;0,89;0,98;142;0,4
16/04/2017;01:00;0,64;0,9;1,04;143;0,4
15/04/2017;24:00;0,71;0,93;1,07;;
15/04/2017;23:00;0,71;0,96;1,02;118;0,37
15/04/2017;22:00;0,71;0,96;0,95;131;0,25
15/04/2017;21:00;0,72;0,97;0,85;131;0,36
15/04/2017;20:00;0,84;1,08;0,85;92;0,2
15/04/2017;19:00;0,93;1,08;0,75;4;0,51
15/04/2017;18:00;1,02;1,09;0,75;337;0,99
15/04/2017;17:00;1,02;1,08;0,77;333;2,08
15/04/2017;16:00;1,05;1,19;0,87;332;2,55
15/04/2017;15:00;0,99;1,23;0,92;333;2,67
15/04/2017;14:00;1,07;1,19;1,06;331;2,72
15/04/2017;13:00;1,36;1,36;1,41;348;1,72
15/04/2017;12:00;1,2;1,55;1,65;333;3,4
15/04/2017;11:00;1,01;1,37;1,39;316;2,13
15/04/2017;10:00;0,91;1,35;1,74;284;1,22
15/04/2017;09:00;0,92;1,48;2,55;288;0,66
15/04/2017;08:00;0,96;1,65;3,24;205;0,3
15/04/2017;07:00;0,8;1,38;2,7;131;0,38
